DriverId,TotalDriverPoints,TotalRaceQualifyingPoints,PolePoints,TeammateQualiPoints,TotalRacePoints,RacePoints,PlacesGainedRacePoints,TeammateRacePoints,EventName
albon,9.0,0,0,0,9.0,0.0,4.0,5,Hungarian Grand Prix
alonso,9.0,5,0,5,4.0,0.0,4.0,0,Hungarian Grand Prix
antonelli,28.0,0,0,0,28.0,15.0,8.0,5,Hungarian Grand Prix
arvid_lindblad,6.0,5,0,5,1.0,1.0,0.0,0,Hungarian Grand Prix
bearman,0.0,0,0,0,0.0,0.0,0.0,0,Hungarian Grand Prix
bortoleto,6.0,0,0,0,6.0,0.0,6.0,0,Hungarian Grand Prix
bottas,5.0,5,0,5,0.0,0.0,0.0,0,Hungarian Grand Prix
colapinto,0.0,0,0,0,0.0,0.0,0.0,0,Hungarian Grand Prix
gasly,10.0,5,0,5,5.0,0.0,0.0,5,Hungarian Grand Prix
hadjar,12.0,0,0,0,12.0,8.0,4.0,0,Hungarian Grand Prix
hamilton,10.0,0,0,0,10.0,10.0,0.0,0,Hungarian Grand Prix
hulkenberg,14.0,5,0,5,9.0,2.0,2.0,5,Hungarian Grand Prix
lawson,15.0,0,0,0,15.0,4.0,6.0,5,Hungarian Grand Prix
leclerc,22.0,5,0,5,17.0,12.0,0.0,5,Hungarian Grand Prix
max_verstappen,32.0,5,0,5,27.0,18.0,4.0,5,Hungarian Grand Prix
norris,45.0,15,10,5,30.0,25.0,0.0,5,Hungarian Grand Prix
ocon,10.0,5,0,5,5.0,0.0,0.0,5,Hungarian Grand Prix
perez,7.0,0,0,0,7.0,0.0,2.0,5,Hungarian Grand Prix
piastri,0.0,0,0,0,0.0,0.0,0.0,0,Hungarian Grand Prix
russell,11.0,5,0,5,6.0,6.0,0.0,0,Hungarian Grand Prix
sainz,5.0,5,0,5,0.0,0.0,0.0,0,Hungarian Grand Prix
stroll,19.0,0,0,0,19.0,0.0,14.0,5,Hungarian Grand Prix
