DriverId,TotalDriverPoints,TotalRaceQualifyingPoints,PolePoints,TeammateQualiPoints,TotalRacePoints,RacePoints,PlacesGainedRacePoints,TeammateRacePoints,EventName
albon,0.0,0,0,0,0.0,0.0,0.0,0,Japanese Grand Prix
alonso,16.0,5,0,5,11.0,0.0,6.0,5,Japanese Grand Prix
antonelli,45.0,15,10,5,30.0,25.0,0.0,5,Japanese Grand Prix
arvid_lindblad,5.0,5,0,5,0.0,0.0,0.0,0,Japanese Grand Prix
bearman,0.0,0,0,0,0.0,0.0,0.0,0,Japanese Grand Prix
bortoleto,5.0,5,0,5,0.0,0.0,0.0,0,Japanese Grand Prix
bottas,2.0,0,0,0,2.0,0.0,2.0,0,Japanese Grand Prix
colapinto,0.0,0,0,0,0.0,0.0,0.0,0,Japanese Grand Prix
gasly,16.0,5,0,5,11.0,6.0,0.0,5,Japanese Grand Prix
hadjar,5.0,5,0,5,0.0,0.0,0.0,0,Japanese Grand Prix
hamilton,8.0,0,0,0,8.0,8.0,0.0,0,Japanese Grand Prix
hulkenberg,9.0,0,0,0,9.0,0.0,4.0,5,Japanese Grand Prix
lawson,17.0,0,0,0,17.0,2.0,10.0,5,Japanese Grand Prix
leclerc,27.0,5,0,5,22.0,15.0,2.0,5,Japanese Grand Prix
max_verstappen,15.0,0,0,0,15.0,4.0,6.0,5,Japanese Grand Prix
norris,10.0,0,0,0,10.0,10.0,0.0,0,Japanese Grand Prix
ocon,15.0,5,0,5,10.0,1.0,4.0,5,Japanese Grand Prix
perez,14.0,5,0,5,9.0,0.0,4.0,5,Japanese Grand Prix
piastri,30.0,5,0,5,25.0,18.0,2.0,5,Japanese Grand Prix
russell,12.0,0,0,0,12.0,12.0,0.0,0,Japanese Grand Prix
sainz,12.0,5,0,5,7.0,0.0,2.0,5,Japanese Grand Prix
stroll,2.0,0,0,0,2.0,0.0,2.0,0,Japanese Grand Prix
