EntityType,Name,NameKey,Price,ScrapedAtUtc
constructor,Red Bull,red_bull,21.0,2026-08-03T12:22:29.149241+00:00
constructor,Mercedes,mercedes,22.0,2026-08-03T12:22:29.149241+00:00
constructor,Ferrari,ferrari,21.5,2026-08-03T12:22:29.149241+00:00
constructor,Alpine,alpine,11.5,2026-08-03T12:22:29.149241+00:00
constructor,McLaren,mclaren,21.5,2026-08-03T12:22:29.149241+00:00
constructor,Aston Martin,aston_martin,6.0,2026-08-03T12:22:29.149241+00:00
constructor,Audi,audi,6.0,2026-08-03T12:22:29.149241+00:00
constructor,Racing Bulls,racing_bulls,11.5,2026-08-03T12:22:29.149241+00:00
constructor,Williams,williams,6.5,2026-08-03T12:22:29.149241+00:00
constructor,Haas,haas,6.5,2026-08-03T12:22:29.149241+00:00
constructor,Cadillac,cadillac,5.0,2026-08-03T12:22:29.149241+00:00
