EntityType,Name,NameKey,Price,ScrapedAtUtc
constructor,Red Bull,red_bull,19.0,2026-06-08T10:40:01.475750+00:00
constructor,Mercedes,mercedes,23.5,2026-06-08T10:40:01.475750+00:00
constructor,Ferrari,ferrari,20.0,2026-06-08T10:40:01.475750+00:00
constructor,Alpine,alpine,10.5,2026-06-08T10:40:01.475750+00:00
constructor,McLaren,mclaren,21.0,2026-06-08T10:40:01.475750+00:00
constructor,Aston Martin,aston_martin,5.0,2026-06-08T10:40:01.475750+00:00
constructor,Audi,audi,5.0,2026-06-08T10:40:01.475750+00:00
constructor,Racing Bulls,racing_bulls,9.5,2026-06-08T10:40:01.475750+00:00
constructor,Williams,williams,9.0,2026-06-08T10:40:01.475750+00:00
constructor,Haas,haas,8.0,2026-06-08T10:40:01.475750+00:00
constructor,Cadillac,cadillac,5.0,2026-06-08T10:40:01.475750+00:00
